transaction_id,buyer_id,supplier_id,drug_name,therapeutic_class,quantity,unit_price,country,transaction_date
371,46,11,Amoxicillin,Antibiotics,96,4.9,Kenya,2024-08-31
372,6,13,Paracetamol,Analgesics,417,7.39,Tanzania,2024-03-01
373,99,26,Ceftriaxone,Antibiotics,429,11.71,Tanzania,2024-05-26
374,37,25,Ceftriaxone,Analgesics,164,12.15,Uganda,2024-06-22
375,24,19,Paracetamol,Diabetes,148,19.68,Uganda,2024-10-04
376,93,23,Amoxicillin,Diabetes,18,18.88,Kenya,2024-11-29
377,46,10,Paracetamol,Antibiotics,294,11.69,Uganda,2024-05-21
378,53,10,Paracetamol,Diabetes,195,21.22,Kenya,2024-02-13
379,95,11,Paracetamol,Diabetes,151,3.3,Tanzania,2024-05-23
380,99,21,Insulin,Diabetes,480,6.76,Uganda,2024-12-18
381,60,30,Ceftriaxone,Antibiotics,365,20.79,Tanzania,2024-11-28
382,97,7,Metformin,Antibiotics,123,9.76,Uganda,2024-02-24
383,63,18,Metformin,Diabetes,400,24.54,Kenya,2024-11-02
384,85,4,Insulin,Analgesics,187,11.92,Tanzania,2024-12-23
385,32,2,Paracetamol,Diabetes,453,19.9,Tanzania,2024-06-09
386,87,14,Insulin,Antibiotics,452,10.36,Uganda,2024-10-11
387,33,13,Insulin,Antibiotics,149,10.91,Tanzania,2024-11-20
388,67,29,Amoxicillin,Antibiotics,104,9.88,Kenya,2024-07-16
389,18,12,Ceftriaxone,Diabetes,243,18.12,Tanzania,2024-06-07
390,25,7,Metformin,Analgesics,462,13.91,Tanzania,2024-03-20
391,95,2,Paracetamol,Antibiotics,231,23.62,Uganda,2024-01-31
392,54,13,Metformin,Antibiotics,479,6.65,Tanzania,2024-04-21
393,58,14,Metformin,Diabetes,206,2.96,Uganda,2024-02-15
394,67,27,Ceftriaxone,Analgesics,198,10.13,Uganda,2024-12-18
395,46,17,Metformin,Diabetes,396,15.61,Tanzania,2024-07-23
396,24,9,Metformin,Antibiotics,400,21.59,Kenya,2024-02-21
397,32,17,Insulin,Analgesics,337,8.98,Uganda,2024-05-17
398,47,8,Ceftriaxone,Analgesics,493,16.52,Tanzania,2024-03-14
399,86,2,Amoxicillin,Antibiotics,87,9.08,Uganda,2024-02-10
400,23,28,Paracetamol,Analgesics,142,15.62,Kenya,2024-03-17
401,66,24,Metformin,Analgesics,317,22.18,Kenya,2024-07-05
402,27,13,Paracetamol,Diabetes,199,6.17,Uganda,2024-02-21
403,2,3,Amoxicillin,Antibiotics,46,10.4,Kenya,2024-03-27
404,90,16,Paracetamol,Antibiotics,288,24.83,Tanzania,2024-04-18
405,17,6,Amoxicillin,Antibiotics,15,21.78,Tanzania,2024-08-12
406,33,19,Insulin,Antibiotics,44,14.33,Uganda,2024-09-04
407,9,30,Metformin,Antibiotics,401,13.16,Kenya,2024-03-09
408,43,7,Amoxicillin,Analgesics,169,7.47,Tanzania,2024-04-29
409,48,10,Paracetamol,Diabetes,310,13.17,Tanzania,2024-03-07
410,39,9,Metformin,Antibiotics,495,21.28,Tanzania,2024-03-01
411,93,2,Insulin,Diabetes,44,17.29,Uganda,2024-11-22
412,42,28,Metformin,Diabetes,98,7.61,Uganda,2024-07-09
413,26,28,Amoxicillin,Analgesics,261,5.44,Tanzania,2024-07-07
414,99,15,Insulin,Antibiotics,109,7.0,Tanzania,2024-05-30
415,50,30,Paracetamol,Analgesics,283,4.66,Kenya,2024-10-12
416,25,5,Insulin,Antibiotics,372,2.84,Kenya,2024-04-05
417,24,29,Insulin,Analgesics,343,10.77,Kenya,2024-11-07
418,13,22,Ceftriaxone,Diabetes,104,3.28,Uganda,2024-11-04
419,60,4,Insulin,Antibiotics,256,4.71,Tanzania,2024-09-19
420,7,20,Insulin,Diabetes,379,13.91,Uganda,2024-04-06
421,57,4,Metformin,Diabetes,206,4.53,Tanzania,2024-04-22
422,36,18,Paracetamol,Analgesics,335,2.07,Kenya,2024-05-04
423,45,4,Metformin,Antibiotics,43,8.28,Kenya,2024-05-11
424,20,27,Metformin,Diabetes,353,5.9,Kenya,2024-04-30
425,65,17,Amoxicillin,Analgesics,245,13.12,Kenya,2024-07-15
426,8,12,Metformin,Antibiotics,287,3.01,Tanzania,2024-10-20
427,16,22,Ceftriaxone,Antibiotics,355,18.92,Kenya,2024-05-01
428,14,17,Ceftriaxone,Diabetes,273,22.7,Tanzania,2024-10-08
429,76,10,Amoxicillin,Antibiotics,476,18.71,Tanzania,2024-09-16
430,87,22,Paracetamol,Diabetes,83,13.55,Uganda,2024-02-08
431,15,1,Paracetamol,Antibiotics,110,21.59,Kenya,2024-02-23
432,92,22,Metformin,Analgesics,438,17.53,Kenya,2024-06-09
433,98,26,Metformin,Diabetes,190,0.76,Uganda,2024-10-15
434,66,24,Metformin,Diabetes,471,10.16,Tanzania,2024-07-18
435,32,27,Paracetamol,Antibiotics,288,21.35,Kenya,2024-10-02
436,87,18,Insulin,Antibiotics,424,8.97,Tanzania,2024-01-16
437,63,18,Ceftriaxone,Diabetes,397,1.36,Uganda,2024-06-21
438,86,14,Insulin,Antibiotics,251,18.78,Tanzania,2024-09-04
439,51,15,Insulin,Analgesics,212,20.15,Kenya,2024-08-05
440,25,29,Paracetamol,Antibiotics,291,4.43,Tanzania,2024-03-27
441,58,12,Insulin,Analgesics,133,13.66,Tanzania,2024-03-22
442,63,4,Amoxicillin,Analgesics,201,5.2,Kenya,2024-03-02
443,62,27,Metformin,Analgesics,285,18.12,Kenya,2024-10-13
444,22,3,Amoxicillin,Analgesics,326,7.15,Tanzania,2024-02-11
445,58,20,Ceftriaxone,Analgesics,409,8.25,Tanzania,2024-01-12
446,58,29,Metformin,Antibiotics,95,21.2,Uganda,2024-11-16
447,86,12,Insulin,Analgesics,278,12.17,Kenya,2024-08-21
448,49,7,Ceftriaxone,Antibiotics,450,16.91,Tanzania,2024-11-24
449,52,29,Metformin,Analgesics,429,10.36,Kenya,2024-05-10
450,42,11,Insulin,Diabetes,325,7.8,Uganda,2024-04-24
451,70,1,Amoxicillin,Analgesics,219,15.82,Tanzania,2024-08-05
452,15,6,Metformin,Diabetes,89,4.29,Tanzania,2024-05-16
453,54,15,Insulin,Analgesics,72,9.64,Tanzania,2024-04-15
454,60,15,Amoxicillin,Analgesics,247,5.62,Kenya,2024-06-27
455,97,19,Ceftriaxone,Analgesics,129,17.55,Uganda,2024-01-16
456,8,11,Ceftriaxone,Diabetes,212,23.63,Kenya,2024-08-29
457,53,26,Ceftriaxone,Diabetes,428,24.89,Tanzania,2024-11-29
458,60,23,Ceftriaxone,Analgesics,343,11.53,Uganda,2024-08-13
459,5,26,Paracetamol,Antibiotics,96,6.69,Tanzania,2024-08-29
460,68,2,Metformin,Analgesics,75,11.35,Tanzania,2024-05-20
461,6,14,Metformin,Diabetes,423,21.26,Kenya,2024-07-17
462,96,2,Paracetamol,Analgesics,495,5.55,Tanzania,2024-04-21
463,94,29,Insulin,Diabetes,54,23.83,Uganda,2024-05-06
464,47,4,Insulin,Diabetes,344,8.88,Tanzania,2024-01-21
465,99,17,Ceftriaxone,Diabetes,459,24.65,Tanzania,2024-05-26
466,55,3,Amoxicillin,Analgesics,413,21.05,Kenya,2024-03-29
467,40,13,Insulin,Diabetes,54,20.31,Uganda,2024-10-29
468,52,9,Amoxicillin,Diabetes,218,8.29,Kenya,2024-07-21
469,16,7,Metformin,Analgesics,16,0.72,Tanzania,2024-03-25
470,13,15,Amoxicillin,Diabetes,99,9.86,Kenya,2024-06-15
471,30,23,Metformin,Analgesics,20,7.89,Kenya,2024-03-12
472,19,29,Paracetamol,Diabetes,46,1.42,Kenya,2024-10-24
473,17,29,Paracetamol,Antibiotics,451,12.88,Kenya,2024-01-09
474,63,11,Ceftriaxone,Antibiotics,193,10.37,Tanzania,2024-10-07
475,19,20,Insulin,Diabetes,383,16.05,Tanzania,2024-09-14
476,92,2,Ceftriaxone,Antibiotics,58,15.72,Uganda,2024-10-01
477,58,15,Metformin,Analgesics,437,3.46,Kenya,2024-08-25
478,55,14,Ceftriaxone,Antibiotics,111,24.44,Kenya,2024-01-20
479,90,20,Amoxicillin,Diabetes,129,5.08,Uganda,2024-08-20
480,90,22,Metformin,Diabetes,337,11.41,Kenya,2024-08-08
481,62,11,Paracetamol,Analgesics,194,12.46,Uganda,2024-11-21
482,23,27,Insulin,Diabetes,413,20.42,Tanzania,2024-01-17
483,9,3,Metformin,Analgesics,340,2.93,Uganda,2024-03-29
484,12,17,Metformin,Antibiotics,326,11.0,Kenya,2024-07-14
485,1,30,Amoxicillin,Antibiotics,8,15.9,Uganda,2024-12-15
486,58,12,Insulin,Analgesics,29,5.77,Tanzania,2024-03-24
487,1,24,Paracetamol,Analgesics,112,15.87,Kenya,2024-03-27
488,34,28,Metformin,Diabetes,435,23.13,Tanzania,2024-11-02
489,96,29,Metformin,Antibiotics,161,24.94,Tanzania,2024-12-03
490,48,21,Amoxicillin,Analgesics,131,1.3,Uganda,2024-06-02
491,89,15,Ceftriaxone,Antibiotics,188,6.27,Tanzania,2024-08-15
492,1,16,Paracetamol,Analgesics,163,8.1,Kenya,2024-09-20
493,16,5,Insulin,Antibiotics,197,10.28,Tanzania,2024-08-10
494,61,27,Metformin,Diabetes,475,6.44,Tanzania,2024-04-30
495,64,20,Metformin,Antibiotics,364,5.49,Uganda,2024-06-21
496,63,6,Paracetamol,Antibiotics,204,23.89,Tanzania,2024-01-04
497,69,19,Ceftriaxone,Antibiotics,212,23.0,Uganda,2024-12-07
498,22,25,Metformin,Antibiotics,109,1.65,Uganda,2024-05-07
499,93,5,Paracetamol,Antibiotics,276,8.8,Kenya,2024-04-19
500,67,3,Amoxicillin,Diabetes,73,10.43,Kenya,2024-12-20
501,76,27,Ceftriaxone,Analgesics,167,6.36,Kenya,2024-02-06
502,26,1,Insulin,Antibiotics,260,15.91,Kenya,2024-03-11
503,16,26,Metformin,Diabetes,243,16.19,Uganda,2024-10-15
504,51,28,Paracetamol,Antibiotics,275,21.34,Tanzania,2024-01-31
505,86,6,Amoxicillin,Antibiotics,102,18.65,Kenya,2024-09-24
506,57,15,Insulin,Analgesics,475,13.79,Kenya,2024-01-11
507,29,2,Paracetamol,Antibiotics,173,16.51,Kenya,2024-12-09
508,78,29,Paracetamol,Diabetes,171,7.21,Tanzania,2024-11-23
509,92,3,Insulin,Diabetes,141,15.03,Kenya,2024-02-01
510,69,17,Amoxicillin,Analgesics,397,12.49,Tanzania,2024-02-26
511,47,25,Amoxicillin,Antibiotics,188,3.77,Uganda,2024-06-14
512,94,24,Ceftriaxone,Diabetes,441,6.44,Uganda,2024-07-06
513,62,12,Metformin,Antibiotics,86,7.65,Uganda,2024-12-07
514,69,18,Insulin,Antibiotics,476,23.15,Tanzania,2024-01-19
515,76,15,Insulin,Antibiotics,52,6.14,Kenya,2024-04-25
516,16,12,Insulin,Analgesics,111,7.59,Kenya,2024-07-02
517,90,16,Amoxicillin,Antibiotics,437,9.55,Kenya,2024-09-26
518,90,27,Metformin,Diabetes,365,16.76,Kenya,2024-02-02
519,48,8,Ceftriaxone,Antibiotics,342,3.4,Kenya,2024-01-10
520,85,28,Paracetamol,Diabetes,43,23.87,Tanzania,2024-03-20
521,39,14,Paracetamol,Antibiotics,211,21.71,Uganda,2024-07-10
522,100,25,Insulin,Diabetes,456,14.64,Kenya,2024-11-15
523,33,17,Metformin,Diabetes,200,17.01,Uganda,2024-07-08
524,94,29,Amoxicillin,Antibiotics,298,0.91,Tanzania,2024-03-08
525,23,21,Metformin,Antibiotics,346,8.8,Tanzania,2024-12-13
526,10,8,Metformin,Diabetes,240,19.99,Kenya,2024-05-04
527,69,15,Amoxicillin,Analgesics,115,2.4,Tanzania,2024-12-01
528,100,27,Insulin,Antibiotics,26,7.42,Uganda,2024-02-28
529,34,14,Metformin,Analgesics,407,14.84,Kenya,2024-04-06
530,52,18,Paracetamol,Antibiotics,299,6.78,Kenya,2024-10-01
531,95,20,Amoxicillin,Antibiotics,77,23.38,Uganda,2024-05-28
532,10,7,Ceftriaxone,Antibiotics,412,3.71,Kenya,2024-10-04
533,19,3,Insulin,Antibiotics,137,20.04,Kenya,2024-09-21
534,58,29,Amoxicillin,Analgesics,20,12.94,Uganda,2024-01-09
535,96,12,Ceftriaxone,Antibiotics,440,18.88,Kenya,2024-10-09
536,1,21,Ceftriaxone,Diabetes,211,8.11,Kenya,2024-09-29
537,69,24,Metformin,Diabetes,240,13.1,Uganda,2024-10-27
538,4,28,Metformin,Analgesics,39,21.49,Tanzania,2024-01-08
539,16,26,Metformin,Antibiotics,435,11.94,Uganda,2024-07-26
540,24,3,Amoxicillin,Diabetes,268,9.31,Kenya,2024-05-04
541,80,20,Amoxicillin,Analgesics,207,13.64,Uganda,2024-05-02
542,2,14,Insulin,Antibiotics,479,18.08,Kenya,2024-02-02
543,92,15,Metformin,Diabetes,439,11.37,Kenya,2024-01-01
544,32,25,Ceftriaxone,Diabetes,462,23.5,Uganda,2024-07-22
545,91,30,Paracetamol,Analgesics,267,7.73,Kenya,2024-01-06
546,84,14,Insulin,Antibiotics,154,12.15,Tanzania,2024-10-23
547,24,7,Amoxicillin,Antibiotics,42,19.04,Kenya,2024-01-05
548,12,17,Insulin,Diabetes,411,17.38,Uganda,2024-03-20
549,50,30,Insulin,Diabetes,11,21.66,Tanzania,2024-09-30
550,35,12,Insulin,Diabetes,294,24.92,Tanzania,2024-06-25
551,33,20,Insulin,Antibiotics,98,10.96,Kenya,2024-12-03
552,33,4,Paracetamol,Analgesics,427,3.22,Uganda,2024-11-16
553,61,9,Metformin,Analgesics,275,1.25,Kenya,2024-12-04
554,51,6,Ceftriaxone,Antibiotics,448,18.31,Kenya,2024-05-15
555,43,16,Insulin,Analgesics,390,21.91,Uganda,2024-01-25
556,12,25,Insulin,Diabetes,430,5.91,Uganda,2024-11-20
557,67,28,Insulin,Analgesics,372,4.38,Kenya,2024-07-01
558,65,22,Metformin,Analgesics,230,2.02,Tanzania,2024-06-16
559,33,22,Amoxicillin,Analgesics,369,20.66,Kenya,2024-12-03
560,40,21,Amoxicillin,Diabetes,426,8.13,Tanzania,2024-06-26
561,74,21,Paracetamol,Antibiotics,220,10.34,Kenya,2024-04-04
562,43,2,Amoxicillin,Diabetes,65,12.82,Uganda,2024-02-02
563,44,24,Insulin,Antibiotics,355,21.07,Tanzania,2024-04-20
564,29,8,Insulin,Antibiotics,232,16.45,Uganda,2024-05-25
565,13,11,Insulin,Antibiotics,328,15.57,Uganda,2024-08-18
566,12,13,Paracetamol,Analgesics,443,4.8,Uganda,2024-09-28
567,95,17,Insulin,Analgesics,52,13.07,Uganda,2024-12-01
568,46,8,Amoxicillin,Antibiotics,374,18.03,Uganda,2024-02-07
569,2,21,Metformin,Antibiotics,431,24.34,Kenya,2024-05-14
570,35,18,Metformin,Analgesics,376,5.43,Tanzania,2024-11-29
571,87,30,Ceftriaxone,Diabetes,263,0.73,Kenya,2024-08-22
572,81,18,Amoxicillin,Antibiotics,267,2.34,Kenya,2024-11-14
573,90,14,Insulin,Diabetes,359,9.71,Kenya,2024-12-10
574,8,15,Metformin,Analgesics,317,20.6,Uganda,2024-06-08
575,93,6,Amoxicillin,Antibiotics,324,0.67,Kenya,2024-02-07
576,26,11,Metformin,Diabetes,409,11.69,Tanzania,2024-05-29
577,74,13,Insulin,Diabetes,396,8.57,Kenya,2024-11-03
578,90,25,Metformin,Diabetes,154,1.79,Uganda,2024-01-29
579,34,1,Ceftriaxone,Analgesics,358,11.53,Tanzania,2024-05-23
580,7,28,Ceftriaxone,Analgesics,366,6.74,Tanzania,2024-03-16
581,68,6,Metformin,Diabetes,140,9.12,Tanzania,2024-05-24
582,58,9,Amoxicillin,Diabetes,427,17.79,Tanzania,2024-08-16
583,75,8,Amoxicillin,Analgesics,51,13.28,Kenya,2024-03-04
584,29,11,Amoxicillin,Diabetes,117,3.55,Uganda,2024-12-12
585,36,22,Metformin,Diabetes,421,24.05,Tanzania,2024-12-10
586,89,19,Amoxicillin,Analgesics,46,16.08,Tanzania,2024-09-25
587,21,24,Insulin,Diabetes,309,19.26,Uganda,2024-11-23
588,36,9,Ceftriaxone,Diabetes,88,2.44,Kenya,2024-07-02
589,10,17,Insulin,Diabetes,208,1.65,Tanzania,2024-09-17
590,73,12,Amoxicillin,Analgesics,377,0.98,Kenya,2024-09-24
591,24,25,Insulin,Diabetes,269,5.13,Kenya,2024-06-17
592,64,14,Amoxicillin,Analgesics,89,10.65,Kenya,2024-09-15
593,99,15,Metformin,Analgesics,381,23.43,Kenya,2024-08-14
594,49,16,Insulin,Antibiotics,118,11.7,Tanzania,2024-02-02
595,99,22,Metformin,Antibiotics,54,7.61,Tanzania,2024-08-01
596,36,22,Metformin,Diabetes,441,14.27,Kenya,2024-02-19
597,82,28,Paracetamol,Analgesics,116,3.24,Kenya,2024-07-28
598,96,20,Amoxicillin,Antibiotics,118,15.43,Uganda,2024-01-29
599,24,1,Ceftriaxone,Diabetes,260,14.43,Uganda,2024-02-08
600,23,10,Amoxicillin,Antibiotics,75,19.9,Uganda,2024-12-12
601,62,8,Ceftriaxone,Antibiotics,480,24.67,Tanzania,2024-04-09
602,96,18,Amoxicillin,Analgesics,305,6.65,Uganda,2024-06-21
603,37,28,Metformin,Analgesics,7,12.99,Tanzania,2024-01-17
604,12,1,Insulin,Antibiotics,366,22.77,Tanzania,2024-02-25
605,55,2,Insulin,Antibiotics,122,19.74,Tanzania,2024-08-13
606,13,1,Paracetamol,Analgesics,11,12.44,Tanzania,2024-02-15
607,23,1,Ceftriaxone,Diabetes,348,23.66,Uganda,2024-03-07
608,89,9,Ceftriaxone,Analgesics,438,1.9,Kenya,2024-07-15
609,99,13,Ceftriaxone,Antibiotics,489,23.31,Kenya,2024-05-21
610,30,30,Metformin,Diabetes,215,1.74,Kenya,2024-11-18
611,17,1,Ceftriaxone,Antibiotics,429,13.91,Uganda,2024-01-23
612,62,13,Insulin,Diabetes,279,22.32,Kenya,2024-04-03
613,84,20,Metformin,Antibiotics,498,6.94,Uganda,2024-08-29
614,89,26,Amoxicillin,Diabetes,28,12.07,Uganda,2024-08-24
615,86,22,Ceftriaxone,Diabetes,235,8.45,Uganda,2024-02-23
616,13,7,Ceftriaxone,Antibiotics,367,23.83,Kenya,2024-05-17
617,59,2,Amoxicillin,Diabetes,313,20.68,Kenya,2024-11-28
618,19,6,Ceftriaxone,Analgesics,26,17.87,Kenya,2024-09-28
619,49,7,Amoxicillin,Antibiotics,409,14.9,Tanzania,2024-02-10
620,100,26,Metformin,Analgesics,54,20.6,Uganda,2024-04-07
621,12,14,Insulin,Antibiotics,29,10.11,Tanzania,2024-07-01
622,61,26,Amoxicillin,Diabetes,467,11.47,Uganda,2024-05-07
623,19,18,Paracetamol,Diabetes,353,18.39,Kenya,2024-08-16
624,76,15,Amoxicillin,Diabetes,164,9.26,Uganda,2024-11-12
625,9,2,Ceftriaxone,Antibiotics,270,2.07,Uganda,2024-03-26
626,71,10,Metformin,Analgesics,334,2.32,Tanzania,2024-09-12
627,28,23,Metformin,Analgesics,35,3.33,Uganda,2024-07-27
628,78,12,Amoxicillin,Antibiotics,286,21.81,Kenya,2024-08-02
629,95,17,Insulin,Antibiotics,348,12.07,Uganda,2024-04-09
630,52,8,Paracetamol,Analgesics,273,17.97,Uganda,2024-02-18
631,83,11,Metformin,Analgesics,451,10.13,Uganda,2024-07-19
632,16,29,Ceftriaxone,Analgesics,208,6.84,Tanzania,2024-09-14
633,69,3,Ceftriaxone,Analgesics,238,9.01,Uganda,2024-06-26
634,99,27,Insulin,Antibiotics,414,19.96,Uganda,2024-09-01
635,12,6,Metformin,Antibiotics,93,15.82,Tanzania,2024-05-02
636,25,9,Amoxicillin,Diabetes,173,23.47,Tanzania,2024-12-07
637,52,6,Ceftriaxone,Analgesics,79,17.15,Tanzania,2024-06-19
638,85,9,Insulin,Diabetes,110,14.47,Tanzania,2024-11-28
639,100,7,Metformin,Antibiotics,217,15.45,Kenya,2024-05-15
640,53,9,Metformin,Antibiotics,435,23.59,Kenya,2024-02-28
641,23,18,Metformin,Diabetes,358,19.81,Uganda,2024-07-11
642,16,12,Metformin,Analgesics,106,1.09,Kenya,2024-09-24
643,57,8,Metformin,Analgesics,47,13.59,Uganda,2024-09-16
644,39,8,Ceftriaxone,Analgesics,181,17.36,Kenya,2024-04-04
645,53,18,Insulin,Analgesics,64,18.84,Tanzania,2024-05-04
646,42,28,Metformin,Diabetes,246,5.72,Tanzania,2024-02-10
647,58,30,Paracetamol,Diabetes,244,21.75,Kenya,2024-09-10
648,39,20,Paracetamol,Antibiotics,422,23.92,Kenya,2024-01-07
649,14,30,Insulin,Analgesics,320,6.3,Uganda,2024-08-03
650,95,15,Amoxicillin,Analgesics,87,22.12,Uganda,2024-03-09
651,5,27,Amoxicillin,Analgesics,217,2.88,Uganda,2024-03-09
652,35,7,Amoxicillin,Diabetes,490,1.86,Tanzania,2024-03-21
653,87,11,Paracetamol,Analgesics,7,3.67,Tanzania,2024-01-30
654,93,20,Amoxicillin,Diabetes,278,1.91,Tanzania,2024-03-13
655,75,16,Ceftriaxone,Analgesics,337,21.2,Tanzania,2024-09-18
656,18,4,Metformin,Analgesics,210,1.95,Uganda,2024-03-29
657,76,6,Paracetamol,Antibiotics,497,7.16,Tanzania,2024-07-26
658,9,26,Insulin,Analgesics,169,3.04,Tanzania,2024-07-31
659,74,22,Insulin,Analgesics,330,7.74,Tanzania,2024-11-17
660,58,26,Metformin,Antibiotics,138,2.72,Tanzania,2024-09-22
661,17,3,Paracetamol,Diabetes,441,16.87,Kenya,2024-10-19
662,7,9,Amoxicillin,Diabetes,391,3.77,Uganda,2024-07-25
663,46,28,Amoxicillin,Analgesics,496,21.37,Uganda,2024-11-28
664,13,10,Ceftriaxone,Diabetes,381,20.52,Tanzania,2024-03-17
665,40,14,Ceftriaxone,Analgesics,306,0.83,Kenya,2024-10-14
666,42,11,Amoxicillin,Antibiotics,230,22.45,Uganda,2024-02-16
667,9,18,Insulin,Antibiotics,475,1.21,Uganda,2024-04-19
668,50,22,Insulin,Analgesics,308,6.37,Tanzania,2024-07-18
669,27,12,Ceftriaxone,Antibiotics,161,1.29,Tanzania,2024-07-28
670,66,23,Metformin,Antibiotics,1,8.73,Uganda,2024-06-02
671,5,12,Amoxicillin,Analgesics,236,13.09,Uganda,2024-01-10
672,29,13,Ceftriaxone,Analgesics,437,20.02,Kenya,2024-12-18
673,37,25,Ceftriaxone,Antibiotics,188,8.78,Uganda,2024-06-05
674,38,13,Amoxicillin,Diabetes,418,17.78,Uganda,2024-09-17
675,83,19,Amoxicillin,Diabetes,4,5.09,Tanzania,2024-03-17
676,8,26,Insulin,Analgesics,401,18.89,Uganda,2024-09-13
677,65,19,Metformin,Analgesics,132,6.28,Tanzania,2024-05-10
678,86,23,Metformin,Diabetes,427,4.02,Uganda,2024-03-07
679,17,14,Amoxicillin,Antibiotics,218,5.04,Uganda,2024-08-15
680,71,4,Paracetamol,Diabetes,260,4.96,Uganda,2024-06-11
681,89,13,Ceftriaxone,Diabetes,1,13.07,Kenya,2024-01-15
682,45,8,Ceftriaxone,Diabetes,71,21.2,Tanzania,2024-08-19
683,4,29,Amoxicillin,Diabetes,478,2.45,Kenya,2024-07-13
684,36,23,Paracetamol,Analgesics,178,17.82,Uganda,2024-12-14
685,70,21,Insulin,Analgesics,457,16.53,Kenya,2024-01-30
686,31,23,Amoxicillin,Antibiotics,189,21.88,Tanzania,2024-12-24
687,19,19,Amoxicillin,Antibiotics,291,6.48,Uganda,2024-12-03
688,61,12,Ceftriaxone,Antibiotics,8,11.53,Kenya,2024-11-26
689,54,18,Amoxicillin,Antibiotics,253,23.18,Kenya,2024-11-11
690,39,6,Amoxicillin,Diabetes,408,16.67,Tanzania,2024-10-22
691,91,18,Amoxicillin,Analgesics,467,10.02,Kenya,2024-11-25
692,74,19,Ceftriaxone,Analgesics,292,3.72,Tanzania,2024-08-07
693,90,22,Insulin,Antibiotics,434,6.93,Uganda,2024-05-26
694,19,5,Insulin,Antibiotics,244,14.74,Uganda,2024-09-15
695,39,24,Amoxicillin,Diabetes,123,18.1,Kenya,2024-10-18
696,67,9,Ceftriaxone,Diabetes,299,3.55,Uganda,2024-10-25
697,45,27,Insulin,Antibiotics,283,15.19,Uganda,2024-05-22
698,13,3,Insulin,Analgesics,32,13.98,Kenya,2024-08-22
699,92,28,Insulin,Analgesics,334,13.09,Uganda,2024-04-24
700,58,10,Ceftriaxone,Analgesics,377,17.41,Kenya,2024-12-30
701,20,19,Ceftriaxone,Antibiotics,146,21.02,Tanzania,2024-03-30
702,92,3,Amoxicillin,Analgesics,156,8.41,Tanzania,2024-07-26
703,72,29,Metformin,Diabetes,413,22.28,Tanzania,2024-06-12
704,61,29,Insulin,Diabetes,16,4.44,Kenya,2024-03-24
705,39,22,Metformin,Antibiotics,355,4.74,Kenya,2024-03-17
706,1,15,Ceftriaxone,Diabetes,47,7.04,Uganda,2024-06-09
707,3,1,Ceftriaxone,Antibiotics,251,3.43,Uganda,2024-01-05
708,77,7,Ceftriaxone,Analgesics,187,6.14,Uganda,2024-03-18
709,92,12,Metformin,Analgesics,31,3.11,Uganda,2024-03-31
710,62,17,Ceftriaxone,Analgesics,260,20.63,Uganda,2024-03-27
711,63,30,Amoxicillin,Diabetes,421,3.9,Kenya,2024-09-26
712,25,21,Ceftriaxone,Antibiotics,17,18.81,Kenya,2024-04-13
713,56,26,Paracetamol,Analgesics,39,1.67,Tanzania,2024-12-04
714,33,29,Metformin,Antibiotics,304,23.74,Tanzania,2024-06-23
715,38,24,Paracetamol,Analgesics,430,17.92,Tanzania,2024-02-23
716,6,20,Ceftriaxone,Diabetes,474,0.67,Tanzania,2024-07-29
717,58,5,Amoxicillin,Diabetes,432,19.21,Kenya,2024-04-04
718,44,4,Insulin,Antibiotics,39,13.1,Kenya,2024-08-10
719,45,28,Ceftriaxone,Diabetes,489,19.59,Kenya,2024-01-09
720,32,12,Amoxicillin,Diabetes,132,13.3,Uganda,2024-02-22
721,45,30,Metformin,Antibiotics,30,16.21,Uganda,2024-03-17
722,61,20,Paracetamol,Analgesics,158,19.77,Tanzania,2024-07-24
723,47,28,Paracetamol,Diabetes,278,10.43,Uganda,2024-11-11
724,21,24,Paracetamol,Antibiotics,203,0.57,Kenya,2024-10-28
725,80,18,Metformin,Diabetes,66,21.32,Tanzania,2024-11-05
726,85,17,Amoxicillin,Diabetes,108,9.83,Tanzania,2024-11-25
727,75,19,Metformin,Diabetes,268,12.65,Uganda,2024-04-21
728,36,9,Paracetamol,Diabetes,222,0.69,Tanzania,2024-12-16
729,99,4,Ceftriaxone,Antibiotics,292,12.56,Uganda,2024-06-13
730,19,26,Insulin,Antibiotics,18,24.67,Uganda,2024-10-05
731,20,21,Metformin,Antibiotics,90,7.32,Tanzania,2024-01-27
732,57,2,Metformin,Diabetes,181,10.19,Uganda,2024-03-10
733,18,4,Amoxicillin,Diabetes,255,17.34,Uganda,2024-08-05
734,47,2,Amoxicillin,Diabetes,455,20.46,Uganda,2024-12-30
735,49,15,Metformin,Antibiotics,253,10.73,Uganda,2024-07-07
736,14,2,Paracetamol,Diabetes,257,8.09,Tanzania,2024-11-28
737,15,4,Insulin,Analgesics,383,23.48,Kenya,2024-11-01
738,31,6,Amoxicillin,Diabetes,442,17.09,Kenya,2024-05-03
739,1,7,Paracetamol,Analgesics,346,3.42,Uganda,2024-01-19
740,54,10,Ceftriaxone,Diabetes,87,2.19,Uganda,2024-09-13
741,3,19,Amoxicillin,Antibiotics,90,12.35,Uganda,2024-10-22
742,16,19,Paracetamol,Diabetes,237,5.89,Kenya,2024-01-22
743,87,26,Paracetamol,Analgesics,390,6.72,Uganda,2024-02-09
